id,prompt,category,metric,source_url,tolerance,city,region,lat,lon,timezone,ground_truth
TR-RT-0013,What is the current temperature in Kathmandu in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Kathmandu,South Asia,27.7172,85.324,Asia/Kathmandu,FETCH_AT_EVAL_TIME
TR-RT-0014,What is the current local time in Kathmandu?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Kathmandu,South Asia,27.7172,85.324,Asia/Kathmandu,FETCH_AT_EVAL_TIME
TR-RT-0015,What is the current temperature in Dubai in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Dubai,Middle East,25.2048,55.2708,Asia/Dubai,FETCH_AT_EVAL_TIME
TR-RT-0016,What is the current local time in Dubai?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Dubai,Middle East,25.2048,55.2708,Asia/Dubai,FETCH_AT_EVAL_TIME
TR-RT-0017,What is the current temperature in Amman in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Amman,Middle East,31.9539,35.9106,Asia/Amman,FETCH_AT_EVAL_TIME
TR-RT-0018,What is the current local time in Amman?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Amman,Middle East,31.9539,35.9106,Asia/Amman,FETCH_AT_EVAL_TIME
TR-RT-0019,What is the current temperature in Nairobi in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Nairobi,Africa,-1.2921,36.8219,Africa/Nairobi,FETCH_AT_EVAL_TIME
TR-RT-0020,What is the current local time in Nairobi?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Nairobi,Africa,-1.2921,36.8219,Africa/Nairobi,FETCH_AT_EVAL_TIME
TR-RT-0021,What is the current temperature in Cape Town in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Cape Town,Africa,-33.9249,18.4241,Africa/Johannesburg,FETCH_AT_EVAL_TIME
TR-RT-0022,What is the current local time in Cape Town?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Cape Town,Africa,-33.9249,18.4241,Africa/Johannesburg,FETCH_AT_EVAL_TIME
TR-RT-0023,What is the current temperature in Marrakesh in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Marrakesh,Africa,31.6295,-7.9811,Africa/Casablanca,FETCH_AT_EVAL_TIME
TR-RT-0024,What is the current local time in Marrakesh?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Marrakesh,Africa,31.6295,-7.9811,Africa/Casablanca,FETCH_AT_EVAL_TIME
TR-RT-0025,What is the current temperature in New York in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,New York,North America,40.7128,-74.006,America/New_York,FETCH_AT_EVAL_TIME
TR-RT-0026,What is the current local time in New York?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,New York,North America,40.7128,-74.006,America/New_York,FETCH_AT_EVAL_TIME
TR-RT-0027,What is the current temperature in Mexico City in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Mexico City,North America,19.4326,-99.1332,America/Mexico_City,FETCH_AT_EVAL_TIME
TR-RT-0028,What is the current local time in Mexico City?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Mexico City,North America,19.4326,-99.1332,America/Mexico_City,FETCH_AT_EVAL_TIME
TR-RT-0029,What is the current temperature in Vancouver in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Vancouver,North America,49.2827,-123.1207,America/Vancouver,FETCH_AT_EVAL_TIME
TR-RT-0030,What is the current local time in Vancouver?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Vancouver,North America,49.2827,-123.1207,America/Vancouver,FETCH_AT_EVAL_TIME
TR-RT-0031,What is the current temperature in Buenos Aires in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Buenos Aires,South America,-34.6037,-58.3816,America/Argentina/Buenos_Aires,FETCH_AT_EVAL_TIME
TR-RT-0032,What is the current local time in Buenos Aires?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Buenos Aires,South America,-34.6037,-58.3816,America/Argentina/Buenos_Aires,FETCH_AT_EVAL_TIME
TR-RT-0033,What is the current temperature in Lima in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Lima,South America,-12.0464,-77.0428,America/Lima,FETCH_AT_EVAL_TIME
TR-RT-0034,What is the current local time in Lima?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Lima,South America,-12.0464,-77.0428,America/Lima,FETCH_AT_EVAL_TIME
TR-RT-0035,What is the current temperature in La Paz in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,La Paz,South America,-16.4897,-68.1193,America/La_Paz,FETCH_AT_EVAL_TIME
TR-RT-0036,What is the current local time in La Paz?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,La Paz,South America,-16.4897,-68.1193,America/La_Paz,FETCH_AT_EVAL_TIME
TR-RT-0037,What is the current temperature in Sydney in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Sydney,Oceania,-33.8688,151.2093,Australia/Sydney,FETCH_AT_EVAL_TIME
TR-RT-0038,What is the current local time in Sydney?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Sydney,Oceania,-33.8688,151.2093,Australia/Sydney,FETCH_AT_EVAL_TIME
TR-RT-0039,What is the current temperature in Auckland in Celsius?,current_weather,temperature_celsius,https://open-meteo.com/,3.0,Auckland,Oceania,-36.8509,174.7645,Pacific/Auckland,FETCH_AT_EVAL_TIME
TR-RT-0040,What is the current local time in Auckland?,current_time,local_time_minutes,IANA time zone database via Python zoneinfo,20.0,Auckland,Oceania,-36.8509,174.7645,Pacific/Auckland,FETCH_AT_EVAL_TIME
TR-RT-0041-TEMP,What is the current temperature in Almaty right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Almaty,Central Asia,43.22,76.85,Asia/Almaty,FETCH_AT_EVAL_TIME
TR-RT-0041-LOCA,What is the current local time in Almaty? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Almaty,Central Asia,43.22,76.85,Asia/Almaty,FETCH_AT_EVAL_TIME
TR-RT-0042-TEMP,What is the current temperature in Tashkent right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Tashkent,Central Asia,41.3,69.24,Asia/Tashkent,FETCH_AT_EVAL_TIME
TR-RT-0042-LOCA,What is the current local time in Tashkent? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Tashkent,Central Asia,41.3,69.24,Asia/Tashkent,FETCH_AT_EVAL_TIME
TR-RT-0043-TEMP,What is the current temperature in Bishkek right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Bishkek,Central Asia,42.87,74.59,Asia/Bishkek,FETCH_AT_EVAL_TIME
TR-RT-0043-LOCA,What is the current local time in Bishkek? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Bishkek,Central Asia,42.87,74.59,Asia/Bishkek,FETCH_AT_EVAL_TIME
TR-RT-0044-TEMP,What is the current temperature in Nairobi right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Nairobi,Sub-Saharan Africa,-1.29,36.82,Africa/Nairobi,FETCH_AT_EVAL_TIME
TR-RT-0044-LOCA,What is the current local time in Nairobi? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Nairobi,Sub-Saharan Africa,-1.29,36.82,Africa/Nairobi,FETCH_AT_EVAL_TIME
TR-RT-0045-TEMP,What is the current temperature in Lagos right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Lagos,Sub-Saharan Africa,6.52,3.38,Africa/Lagos,FETCH_AT_EVAL_TIME
TR-RT-0045-LOCA,What is the current local time in Lagos? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Lagos,Sub-Saharan Africa,6.52,3.38,Africa/Lagos,FETCH_AT_EVAL_TIME
TR-RT-0046-TEMP,What is the current temperature in Addis Ababa right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Addis Ababa,Sub-Saharan Africa,9.02,38.75,Africa/Addis_Ababa,FETCH_AT_EVAL_TIME
TR-RT-0046-LOCA,What is the current local time in Addis Ababa? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Addis Ababa,Sub-Saharan Africa,9.02,38.75,Africa/Addis_Ababa,FETCH_AT_EVAL_TIME
TR-RT-0047-TEMP,What is the current temperature in Cape Town right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Cape Town,Sub-Saharan Africa,-33.93,18.42,Africa/Johannesburg,FETCH_AT_EVAL_TIME
TR-RT-0047-LOCA,What is the current local time in Cape Town? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Cape Town,Sub-Saharan Africa,-33.93,18.42,Africa/Johannesburg,FETCH_AT_EVAL_TIME
TR-RT-0048-TEMP,What is the current temperature in Accra right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Accra,Sub-Saharan Africa,5.56,-0.2,Africa/Accra,FETCH_AT_EVAL_TIME
TR-RT-0048-LOCA,What is the current local time in Accra? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Accra,Sub-Saharan Africa,5.56,-0.2,Africa/Accra,FETCH_AT_EVAL_TIME
TR-RT-0049-TEMP,What is the current temperature in Dhaka right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Dhaka,South Asia,23.81,90.41,Asia/Dhaka,FETCH_AT_EVAL_TIME
TR-RT-0049-LOCA,What is the current local time in Dhaka? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Dhaka,South Asia,23.81,90.41,Asia/Dhaka,FETCH_AT_EVAL_TIME
TR-RT-0050-TEMP,What is the current temperature in Colombo right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Colombo,South Asia,6.93,79.85,Asia/Colombo,FETCH_AT_EVAL_TIME
TR-RT-0050-LOCA,What is the current local time in Colombo? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Colombo,South Asia,6.93,79.85,Asia/Colombo,FETCH_AT_EVAL_TIME
TR-RT-0051-TEMP,What is the current temperature in Kathmandu right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Kathmandu,South Asia,27.71,85.32,Asia/Kathmandu,FETCH_AT_EVAL_TIME
TR-RT-0051-LOCA,What is the current local time in Kathmandu? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Kathmandu,South Asia,27.71,85.32,Asia/Kathmandu,FETCH_AT_EVAL_TIME
TR-RT-0052-TEMP,What is the current temperature in Muscat right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Muscat,Middle East,23.59,58.39,Asia/Muscat,FETCH_AT_EVAL_TIME
TR-RT-0052-LOCA,What is the current local time in Muscat? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Muscat,Middle East,23.59,58.39,Asia/Muscat,FETCH_AT_EVAL_TIME
TR-RT-0053-TEMP,What is the current temperature in Amman right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Amman,Middle East,31.96,35.95,Asia/Amman,FETCH_AT_EVAL_TIME
TR-RT-0053-LOCA,What is the current local time in Amman? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Amman,Middle East,31.96,35.95,Asia/Amman,FETCH_AT_EVAL_TIME
TR-RT-0054-TEMP,What is the current temperature in Beirut right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Beirut,Middle East,33.89,35.5,Asia/Beirut,FETCH_AT_EVAL_TIME
TR-RT-0054-LOCA,What is the current local time in Beirut? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Beirut,Middle East,33.89,35.5,Asia/Beirut,FETCH_AT_EVAL_TIME
TR-RT-0055-TEMP,What is the current temperature in Yangon right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Yangon,Southeast Asia,16.87,96.19,Asia/Rangoon,FETCH_AT_EVAL_TIME
TR-RT-0055-LOCA,What is the current local time in Yangon? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Yangon,Southeast Asia,16.87,96.19,Asia/Rangoon,FETCH_AT_EVAL_TIME
TR-RT-0056-TEMP,What is the current temperature in Vientiane right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Vientiane,Southeast Asia,17.97,102.6,Asia/Vientiane,FETCH_AT_EVAL_TIME
TR-RT-0056-LOCA,What is the current local time in Vientiane? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Vientiane,Southeast Asia,17.97,102.6,Asia/Vientiane,FETCH_AT_EVAL_TIME
TR-RT-0057-TEMP,What is the current temperature in Phnom Penh right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Phnom Penh,Southeast Asia,11.57,104.92,Asia/Phnom_Penh,FETCH_AT_EVAL_TIME
TR-RT-0057-LOCA,What is the current local time in Phnom Penh? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Phnom Penh,Southeast Asia,11.57,104.92,Asia/Phnom_Penh,FETCH_AT_EVAL_TIME
TR-RT-0058-TEMP,What is the current temperature in La Paz right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,La Paz,South America,-16.5,-68.15,America/La_Paz,FETCH_AT_EVAL_TIME
TR-RT-0058-LOCA,What is the current local time in La Paz? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,La Paz,South America,-16.5,-68.15,America/La_Paz,FETCH_AT_EVAL_TIME
TR-RT-0059-TEMP,What is the current temperature in Quito right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Quito,South America,-0.22,-78.51,America/Guayaquil,FETCH_AT_EVAL_TIME
TR-RT-0059-LOCA,What is the current local time in Quito? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Quito,South America,-0.22,-78.51,America/Guayaquil,FETCH_AT_EVAL_TIME
TR-RT-0060-TEMP,What is the current temperature in Asuncion right now in Celsius? Give only the number.,current_temperature,temperature_celsius,https://open-meteo.com,3.0,Asuncion,South America,-25.3,-57.64,America/Asuncion,FETCH_AT_EVAL_TIME
TR-RT-0060-LOCA,What is the current local time in Asuncion? Give only HH:MM format.,current_local,local_time_minutes,https://www.iana.org/time-zones,20.0,Asuncion,South America,-25.3,-57.64,America/Asuncion,FETCH_AT_EVAL_TIME
